Question,Answer
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Fall 2025 Registration Week""?","The event will be open on April 7 - 12, 2025 all day."
"Can you give me some information about ""Fall 2025 Registration Week""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""Mahavir Jayanti""?","The event will be open on April 10, 2025 all day."
"Can you give me some information about ""Mahavir Jayanti""?","On April 10, the Jain Community celebrates Mahavir Jayanti, the birthday of Lord Mahavir, who taught non-violence, peace, and harmony. The day is honored with special decorations depicting Lord Mahavir, charitable acts, and prayers in Jain temples."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Day of Silence""?","The event will be open on April 11, 2025 all day."
"Can you give me some information about ""Day of Silence""?","The Day of Silence is a student-led national event to highlight the silencing and erasure of LGBTQ+ people. Participants take a vow of silence for the day, which ends with a Breaking the Silence rally to speak about their experiences and raise awareness of ways that schools and communities can be more inclusive."
"When is the ""Fall 2025 Registration Week""?","The event will be open on April 7 - 12, 2025 all day."
"Can you give me some information about ""Fall 2025 Registration Week""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 all day."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
"When is the ""Fall 2025 Registration Week""?","The event will be open on April 7 - 12, 2025 at Midnight."
"Can you give me some information about ""Fall 2025 Registration Week""?","  The Academic Calendar includes registration dates, class start dates, add/drop deadlines, exam dates, and more. Doctoral course-sections follow a separate academic calendar.    Calendars for Heinz College, Tepper School of Business graduate courses, CMU-Africa, CMU-Australia, and CMU-Qatar can be found on The HUB Academic Calendar web page. "
"When is the ""Lent / Great Lent""?","The event will be open on March 6 - April 12, 2025 at Midnight."
"Can you give me some information about ""Lent / Great Lent""?","This year, the season of Lent, which is honored by some Western Christians, and Great Lent of Eastern Orthodoxy, are overlapping. Observations include forms of fasting and prayer."
"Where can I see the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event is at Hunt Library, Fourth Floor."
"Is there a specific location to enter for the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","Yes, it is held at Hunt Library, Fourth Floor."
"When is the ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","The event will be open on May 23 - June 1, 2025 all day."
"Can you give me some information about ""Here to Stay: Celebrating 40 Years at the Architecture Archives""?","This University Libraries’ exhibition celebrates the 40th anniversary of the Architecture Archives, which was founded to create, conserve and promote the rich history of Pittsburgh’s buildings and tell part of the story of this dynamic city."
"When is the ""National Arab American Heritage Month""?","The event will be open on April 1 - 30, 2025 all day."
"Can you give me some information about ""National Arab American Heritage Month""?","National Arab American Heritage Month - During Arab American Heritage Month, the US celebrates the cultural and leadership contributions of Arab Americans."
